timestamp,oxygen saturation percentage,data source
2026-06-03T01:06:07Z,92.0,Versa 4
2026-06-03T01:07:07Z,91.6,Versa 4
2026-06-03T01:08:07Z,91.4,Versa 4
2026-06-03T01:09:07Z,92.0,Versa 4
2026-06-03T01:10:07Z,92.4,Versa 4
2026-06-03T01:11:07Z,92.5,Versa 4
2026-06-03T01:12:07Z,93.3,Versa 4
2026-06-03T01:13:07Z,92.9,Versa 4
2026-06-03T01:14:07Z,50.0,Versa 4
2026-06-03T01:15:07Z,95.9,Versa 4
2026-06-03T01:16:07Z,97.7,Versa 4
2026-06-03T01:17:07Z,98.5,Versa 4
2026-06-03T01:18:07Z,98.7,Versa 4
2026-06-03T01:19:07Z,98.7,Versa 4
2026-06-03T01:20:07Z,98.6,Versa 4
2026-06-03T01:21:07Z,98.1,Versa 4
2026-06-03T01:22:07Z,97.2,Versa 4
2026-06-03T01:23:07Z,96.3,Versa 4
2026-06-03T01:24:07Z,96.0,Versa 4
2026-06-03T01:25:07Z,96.2,Versa 4
2026-06-03T01:26:07Z,96.4,Versa 4
2026-06-03T01:27:07Z,96.8,Versa 4
2026-06-03T01:28:07Z,96.7,Versa 4
2026-06-03T01:29:07Z,97.1,Versa 4
2026-06-03T01:30:07Z,96.9,Versa 4
2026-06-03T01:31:07Z,97.0,Versa 4
2026-06-03T01:32:07Z,50.0,Versa 4
2026-06-03T01:33:07Z,94.5,Versa 4
2026-06-03T01:34:07Z,94.0,Versa 4
2026-06-03T01:35:07Z,92.5,Versa 4
2026-06-03T01:36:07Z,93.0,Versa 4
2026-06-03T01:37:07Z,92.9,Versa 4
2026-06-03T01:38:07Z,92.9,Versa 4
2026-06-03T01:39:07Z,91.6,Versa 4
2026-06-03T01:40:07Z,89.2,Versa 4
2026-06-03T01:41:07Z,89.8,Versa 4
2026-06-03T01:42:07Z,90.9,Versa 4
2026-06-03T01:43:07Z,50.0,Versa 4
2026-06-03T01:44:07Z,90.0,Versa 4
2026-06-03T01:45:07Z,93.3,Versa 4
2026-06-03T01:46:07Z,95.4,Versa 4
2026-06-03T01:47:07Z,96.6,Versa 4
2026-06-03T01:48:07Z,97.1,Versa 4
2026-06-03T01:49:07Z,97.5,Versa 4
2026-06-03T01:50:07Z,97.8,Versa 4
2026-06-03T01:51:07Z,98.1,Versa 4
2026-06-03T01:52:07Z,97.8,Versa 4
2026-06-03T01:53:07Z,97.5,Versa 4
2026-06-03T01:54:07Z,97.5,Versa 4
2026-06-03T01:55:07Z,97.6,Versa 4
2026-06-03T01:56:07Z,50.0,Versa 4
2026-06-03T01:57:07Z,97.3,Versa 4
2026-06-03T01:58:07Z,96.7,Versa 4
2026-06-03T01:59:07Z,96.4,Versa 4
2026-06-03T02:00:07Z,96.2,Versa 4
2026-06-03T02:01:07Z,95.9,Versa 4
2026-06-03T02:02:07Z,95.7,Versa 4
2026-06-03T02:03:07Z,95.8,Versa 4
