timestamp,oxygen saturation percentage,data source
2026-06-01T07:07:04Z,96.9,Versa 4
2026-06-01T07:08:04Z,50.0,Versa 4
2026-06-01T07:09:04Z,96.7,Versa 4
2026-06-01T07:10:04Z,91.8,Versa 4
2026-06-01T07:11:04Z,86.9,Versa 4
2026-06-01T07:12:04Z,82.3,Versa 4
2026-06-01T07:13:04Z,81.4,Versa 4
2026-06-01T07:14:04Z,82.3,Versa 4
2026-06-01T07:15:04Z,50.0,Versa 4
2026-06-01T07:16:04Z,84.9,Versa 4
2026-06-01T07:17:04Z,86.3,Versa 4
2026-06-01T07:18:04Z,87.7,Versa 4
2026-06-01T07:19:04Z,88.8,Versa 4
2026-06-01T07:20:04Z,50.0,Versa 4
2026-06-01T07:21:04Z,84.1,Versa 4
2026-06-01T07:22:04Z,50.0,Versa 4
2026-06-01T07:23:04Z,82.7,Versa 4
2026-06-01T07:24:04Z,89.5,Versa 4
2026-06-01T07:25:04Z,93.7,Versa 4
2026-06-01T07:26:04Z,97.0,Versa 4
2026-06-01T07:27:04Z,99.0,Versa 4
2026-06-01T07:28:04Z,99.3,Versa 4
2026-06-01T07:29:04Z,50.0,Versa 4
2026-06-01T07:30:04Z,98.3,Versa 4
2026-06-01T07:31:04Z,96.0,Versa 4
2026-06-01T07:32:04Z,97.4,Versa 4
2026-06-01T07:33:04Z,97.2,Versa 4
2026-06-01T07:34:04Z,97.1,Versa 4
2026-06-01T07:35:04Z,96.8,Versa 4
2026-06-01T07:36:04Z,93.4,Versa 4
2026-06-01T07:37:04Z,89.4,Versa 4
2026-06-01T07:38:04Z,50.0,Versa 4
2026-06-01T07:39:04Z,92.0,Versa 4
2026-06-01T07:40:04Z,94.4,Versa 4
2026-06-01T07:41:04Z,95.7,Versa 4
2026-06-01T07:42:04Z,99.0,Versa 4
2026-06-01T07:43:04Z,100.0,Versa 4
2026-06-01T07:44:04Z,100.0,Versa 4
2026-06-01T07:45:04Z,100.0,Versa 4
2026-06-01T07:46:04Z,100.0,Versa 4
